sex	age	l	m	s
1	1524	1.0	50.313801	0.029180
1	1525	1.0	50.315399	0.029180
1	1526	1.0	50.317001	0.029180
1	1527	1.0	50.318501	0.029190
1	1528	1.0	50.320099	0.029190
1	1529	1.0	50.321701	0.029190
1	1530	1.0	50.323200	0.029190
1	1531	1.0	50.324799	0.029190
1	1532	1.0	50.326401	0.029190
1	1533	1.0	50.327900	0.029190
1	1534	1.0	50.329498	0.029190
1	1535	1.0	50.331100	0.029190
1	1536	1.0	50.332600	0.029190
1	1537	1.0	50.334202	0.029190
1	1538	1.0	50.335701	0.029200
1	1539	1.0	50.337299	0.029200
1	1540	1.0	50.338799	0.029200
1	1541	1.0	50.340401	0.029200
1	1542	1.0	50.341900	0.029200
1	1543	1.0	50.343498	0.029200
1	1544	1.0	50.345001	0.029200
1	1545	1.0	50.346600	0.029200
1	1546	1.0	50.348099	0.029200
1	1547	1.0	50.349701	0.029200
1	1548	1.0	50.351200	0.029210
1	1549	1.0	50.352699	0.029210
1	1550	1.0	50.354301	0.029210
1	1551	1.0	50.355801	0.029210
1	1552	1.0	50.357300	0.029210
1	1553	1.0	50.358898	0.029210
1	1554	1.0	50.360401	0.029210
1	1555	1.0	50.361900	0.029210
1	1556	1.0	50.363499	0.029210
1	1557	1.0	50.365002	0.029210
1	1558	1.0	50.366501	0.029210
1	1559	1.0	50.368099	0.029220
1	1560	1.0	50.369598	0.029220
1	1561	1.0	50.371101	0.029220
1	1562	1.0	50.372601	0.029220
1	1563	1.0	50.374100	0.029220
1	1564	1.0	50.375702	0.029220
1	1565	1.0	50.377201	0.029220
1	1566	1.0	50.378700	0.029220
1	1567	1.0	50.380199	0.029220
1	1568	1.0	50.381699	0.029220
1	1569	1.0	50.383202	0.029230
1	1570	1.0	50.384800	0.029230
1	1571	1.0	50.386299	0.029230
1	1572	1.0	50.387798	0.029230
1	1573	1.0	50.389301	0.029230
1	1574	1.0	50.390800	0.029230
1	1575	1.0	50.392300	0.029230
1	1576	1.0	50.393799	0.029230
1	1577	1.0	50.395302	0.029230
1	1578	1.0	50.396801	0.029230
1	1579	1.0	50.398300	0.029230
1	1580	1.0	50.399799	0.029240
1	1581	1.0	50.401299	0.029240
1	1582	1.0	50.402802	0.029240
1	1583	1.0	50.404301	0.029240
1	1584	1.0	50.405800	0.029240
1	1585	1.0	50.407299	0.029240
1	1586	1.0	50.408798	0.029240
1	1587	1.0	50.410198	0.029240
1	1588	1.0	50.411701	0.029240
1	1589	1.0	50.413200	0.029240
1	1590	1.0	50.414700	0.029250
1	1591	1.0	50.416199	0.029250
1	1592	1.0	50.417702	0.029250
1	1593	1.0	50.419201	0.029250
1	1594	1.0	50.420601	0.029250
1	1595	1.0	50.422100	0.029250
1	1596	1.0	50.423599	0.029250
1	1597	1.0	50.425098	0.029250
1	1598	1.0	50.426498	0.029250
1	1599	1.0	50.428001	0.029250
1	1600	1.0	50.429501	0.029250
1	1601	1.0	50.431000	0.029260
1	1602	1.0	50.432400	0.029260
1	1603	1.0	50.433899	0.029260
1	1604	1.0	50.435398	0.029260
1	1605	1.0	50.436798	0.029260
1	1606	1.0	50.438301	0.029260
1	1607	1.0	50.439800	0.029260
1	1608	1.0	50.441200	0.029260
1	1609	1.0	50.442699	0.029260
1	1610	1.0	50.444199	0.029260
1	1611	1.0	50.445599	0.029260
1	1612	1.0	50.447102	0.029270
1	1613	1.0	50.448502	0.029270
1	1614	1.0	50.450001	0.029270
1	1615	1.0	50.451401	0.029270
1	1616	1.0	50.452900	0.029270
1	1617	1.0	50.454300	0.029270
1	1618	1.0	50.455799	0.029270
1	1619	1.0	50.457298	0.029270
1	1620	1.0	50.458698	0.029270
1	1621	1.0	50.460098	0.029270
1	1622	1.0	50.461601	0.029270
1	1623	1.0	50.463001	0.029280
1	1624	1.0	50.464500	0.029280
1	1625	1.0	50.465900	0.029280
1	1626	1.0	50.467400	0.029280
1	1627	1.0	50.468800	0.029280
1	1628	1.0	50.470200	0.029280
1	1629	1.0	50.471699	0.029280
1	1630	1.0	50.473099	0.029280
1	1631	1.0	50.474602	0.029280
1	1632	1.0	50.476002	0.029280
1	1633	1.0	50.477402	0.029290
1	1634	1.0	50.478901	0.029290
1	1635	1.0	50.480301	0.029290
1	1636	1.0	50.481701	0.029290
1	1637	1.0	50.483200	0.029290
1	1638	1.0	50.484600	0.029290
1	1639	1.0	50.486000	0.029290
1	1640	1.0	50.487400	0.029290
1	1641	1.0	50.488899	0.029290
1	1642	1.0	50.490299	0.029290
1	1643	1.0	50.491699	0.029290
1	1644	1.0	50.493099	0.029300
1	1645	1.0	50.494499	0.029300
1	1646	1.0	50.495998	0.029300
1	1647	1.0	50.497398	0.029300
1	1648	1.0	50.498798	0.029300
1	1649	1.0	50.500198	0.029300
1	1650	1.0	50.501598	0.029300
1	1651	1.0	50.502998	0.029300
1	1652	1.0	50.504501	0.029300
1	1653	1.0	50.505901	0.029300
1	1654	1.0	50.507301	0.029300
1	1655	1.0	50.508701	0.029310
1	1656	1.0	50.510101	0.029310
1	1657	1.0	50.511501	0.029310
1	1658	1.0	50.512901	0.029310
1	1659	1.0	50.514301	0.029310
1	1660	1.0	50.515701	0.029310
1	1661	1.0	50.517101	0.029310
1	1662	1.0	50.518501	0.029310
1	1663	1.0	50.519901	0.029310
1	1664	1.0	50.521301	0.029310
1	1665	1.0	50.522701	0.029310
1	1666	1.0	50.524101	0.029320
1	1667	1.0	50.525501	0.029320
1	1668	1.0	50.526901	0.029320
1	1669	1.0	50.528301	0.029320
1	1670	1.0	50.529701	0.029320
1	1671	1.0	50.531101	0.029320
1	1672	1.0	50.532501	0.029320
1	1673	1.0	50.533901	0.029320
1	1674	1.0	50.535301	0.029320
1	1675	1.0	50.536701	0.029320
1	1676	1.0	50.538101	0.029320
1	1677	1.0	50.539501	0.029330
1	1678	1.0	50.540798	0.029330
1	1679	1.0	50.542198	0.029330
1	1680	1.0	50.543598	0.029330
1	1681	1.0	50.544998	0.029330
1	1682	1.0	50.546398	0.029330
1	1683	1.0	50.547798	0.029330
1	1684	1.0	50.549099	0.029330
1	1685	1.0	50.550499	0.029330
1	1686	1.0	50.551899	0.029330
1	1687	1.0	50.553299	0.029330
1	1688	1.0	50.554699	0.029330
1	1689	1.0	50.556000	0.029340
1	1690	1.0	50.557400	0.029340
1	1691	1.0	50.558800	0.029340
1	1692	1.0	50.560200	0.029340
1	1693	1.0	50.561501	0.029340
1	1694	1.0	50.562901	0.029340
1	1695	1.0	50.564301	0.029340
1	1696	1.0	50.565601	0.029340
1	1697	1.0	50.567001	0.029340
1	1698	1.0	50.568401	0.029340
1	1699	1.0	50.569698	0.029340
1	1700	1.0	50.571098	0.029350
1	1701	1.0	50.572498	0.029350
1	1702	1.0	50.573799	0.029350
1	1703	1.0	50.575199	0.029350
1	1704	1.0	50.576599	0.029350
1	1705	1.0	50.577900	0.029350
1	1706	1.0	50.579300	0.029350
1	1707	1.0	50.580700	0.029350
1	1708	1.0	50.582001	0.029350
1	1709	1.0	50.583401	0.029350
1	1710	1.0	50.584702	0.029350
1	1711	1.0	50.586102	0.029360
1	1712	1.0	50.587399	0.029360
1	1713	1.0	50.588799	0.029360
1	1714	1.0	50.590099	0.029360
1	1715	1.0	50.591499	0.029360
1	1716	1.0	50.592899	0.029360
1	1717	1.0	50.594200	0.029360
1	1718	1.0	50.595600	0.029360
1	1719	1.0	50.596901	0.029360
1	1720	1.0	50.598301	0.029360
1	1721	1.0	50.599602	0.029360
1	1722	1.0	50.601002	0.029370
1	1723	1.0	50.602299	0.029370
1	1724	1.0	50.603600	0.029370
1	1725	1.0	50.605000	0.029370
1	1726	1.0	50.606300	0.029370
1	1727	1.0	50.607700	0.029370
1	1728	1.0	50.609001	0.029370
1	1729	1.0	50.610401	0.029370
1	1730	1.0	50.611698	0.029370
1	1731	1.0	50.612999	0.029370
1	1732	1.0	50.614399	0.029370
1	1733	1.0	50.615700	0.029370
1	1734	1.0	50.617100	0.029380
1	1735	1.0	50.618401	0.029380
1	1736	1.0	50.619701	0.029380
1	1737	1.0	50.621101	0.029380
1	1738	1.0	50.622398	0.029380
1	1739	1.0	50.623699	0.029380
1	1740	1.0	50.625099	0.029380
1	1741	1.0	50.626400	0.029380
1	1742	1.0	50.627701	0.029380
1	1743	1.0	50.629101	0.029380
1	1744	1.0	50.630402	0.029380
1	1745	1.0	50.631699	0.029390
1	1746	1.0	50.633099	0.029390
1	1747	1.0	50.634399	0.029390
1	1748	1.0	50.635700	0.029390
1	1749	1.0	50.637001	0.029390
1	1750	1.0	50.638401	0.029390
1	1751	1.0	50.639702	0.029390
1	1752	1.0	50.640999	0.029390
1	1753	1.0	50.642300	0.029390
1	1754	1.0	50.643700	0.029390
1	1755	1.0	50.645000	0.029390
1	1756	1.0	50.646301	0.029400
1	1757	1.0	50.647598	0.029400
1	1758	1.0	50.648998	0.029400
1	1759	1.0	50.650299	0.029400
1	1760	1.0	50.651600	0.029400
1	1761	1.0	50.652901	0.029400
1	1762	1.0	50.654202	0.029400
1	1763	1.0	50.655499	0.029400
1	1764	1.0	50.656898	0.029400
1	1765	1.0	50.658199	0.029400
1	1766	1.0	50.659500	0.029400
1	1767	1.0	50.660801	0.029400
1	1768	1.0	50.662102	0.029410
1	1769	1.0	50.663399	0.029410
1	1770	1.0	50.664700	0.029410
1	1771	1.0	50.666100	0.029410
1	1772	1.0	50.667400	0.029410
1	1773	1.0	50.668701	0.029410
1	1774	1.0	50.669998	0.029410
1	1775	1.0	50.671299	0.029410
1	1776	1.0	50.672600	0.029410
1	1777	1.0	50.673901	0.029410
1	1778	1.0	50.675201	0.029410
1	1779	1.0	50.676498	0.029410
1	1780	1.0	50.677799	0.029420
1	1781	1.0	50.679100	0.029420
1	1782	1.0	50.680401	0.029420
1	1783	1.0	50.681702	0.029420
1	1784	1.0	50.682999	0.029420
1	1785	1.0	50.684299	0.029420
1	1786	1.0	50.685600	0.029420
1	1787	1.0	50.686901	0.029420
1	1788	1.0	50.688202	0.029420
1	1789	1.0	50.689499	0.029420
1	1790	1.0	50.690800	0.029420
1	1791	1.0	50.692101	0.029430
1	1792	1.0	50.693401	0.029430
1	1793	1.0	50.694698	0.029430
1	1794	1.0	50.695999	0.029430
1	1795	1.0	50.697300	0.029430
1	1796	1.0	50.698601	0.029430
1	1797	1.0	50.699902	0.029430
1	1798	1.0	50.701199	0.029430
1	1799	1.0	50.702499	0.029430
1	1800	1.0	50.703800	0.029430
1	1801	1.0	50.705101	0.029430
1	1802	1.0	50.706402	0.029430
1	1803	1.0	50.707699	0.029440
1	1804	1.0	50.709000	0.029440
1	1805	1.0	50.710201	0.029440
1	1806	1.0	50.711498	0.029440
1	1807	1.0	50.712799	0.029440
1	1808	1.0	50.714100	0.029440
1	1809	1.0	50.715401	0.029440
1	1810	1.0	50.716702	0.029440
1	1811	1.0	50.717999	0.029440
1	1812	1.0	50.719299	0.029440
1	1813	1.0	50.720501	0.029440
1	1814	1.0	50.721802	0.029440
1	1815	1.0	50.723099	0.029450
1	1816	1.0	50.724400	0.029450
1	1817	1.0	50.725700	0.029450
1	1818	1.0	50.726898	0.029450
1	1819	1.0	50.728199	0.029450
1	1820	1.0	50.729500	0.029450
1	1821	1.0	50.730801	0.029450
1	1822	1.0	50.732101	0.029450
1	1823	1.0	50.733299	0.029450
1	1824	1.0	50.734600	0.029450
1	1825	1.0	50.735901	0.029450
1	1826	1.0	50.737202	0.029450
1	1827	1.0	50.738400	0.029460
1	1828	1.0	50.739700	0.029460
1	1829	1.0	50.741001	0.029460
1	1830	1.0	50.742298	0.029460
1	1831	1.0	50.743500	0.029460
1	1832	1.0	50.744801	0.029460
1	1833	1.0	50.746101	0.029460
1	1834	1.0	50.747398	0.029460
1	1835	1.0	50.748600	0.029460
1	1836	1.0	50.749901	0.029460
1	1837	1.0	50.751202	0.029460
1	1838	1.0	50.752399	0.029470
1	1839	1.0	50.753700	0.029470
1	1840	1.0	50.755001	0.029470
1	1841	1.0	50.756199	0.029470
1	1842	1.0	50.757500	0.029470
1	1843	1.0	50.758801	0.029470
1	1844	1.0	50.759998	0.029470
1	1845	1.0	50.761299	0.029470
1	1846	1.0	50.762600	0.029470
1	1847	1.0	50.763802	0.029470
1	1848	1.0	50.765099	0.029470
1	1849	1.0	50.766399	0.029470
1	1850	1.0	50.767601	0.029480
1	1851	1.0	50.768902	0.029480
1	1852	1.0	50.770100	0.029480
1	1853	1.0	50.771400	0.029480
1	1854	1.0	50.772701	0.029480
1	1855	1.0	50.773899	0.029480
1	1856	1.0	50.775200	0.029480
2	0	1.0	33.878700	0.034960
2	1	1.0	33.974998	0.034790
2	2	1.0	34.071400	0.034610
2	3	1.0	34.167702	0.034440
2	4	1.0	34.264000	0.034260
2	5	1.0	34.360298	0.034090
2	6	1.0	34.456600	0.033910
2	7	1.0	34.552898	0.033740
2	8	1.0	34.649300	0.033560
2	9	1.0	34.745602	0.033390
2	10	1.0	34.841900	0.033210
2	11	1.0	34.938202	0.033040
2	12	1.0	35.034500	0.032860
2	13	1.0	35.130901	0.032690
2	14	1.0	35.227200	0.032510
2	15	1.0	35.321098	0.032480
2	16	1.0	35.412998	0.032450
2	17	1.0	35.502800	0.032420
2	18	1.0	35.590599	0.032390
2	19	1.0	35.676601	0.032360
2	20	1.0	35.760700	0.032330
2	21	1.0	35.842999	0.032310
2	22	1.0	35.923698	0.032280
2	23	1.0	36.002800	0.032260
2	24	1.0	36.080299	0.032230
2	25	1.0	36.156300	0.032210
2	26	1.0	36.230900	0.032190
2	27	1.0	36.304199	0.032170
2	28	1.0	36.376099	0.032150
2	29	1.0	36.446800	0.032130
2	30	1.0	36.516300	0.032110
2	31	1.0	36.584599	0.032090
2	32	1.0	36.651901	0.032070
2	33	1.0	36.717999	0.032060
2	34	1.0	36.783100	0.032040
2	35	1.0	36.847198	0.032020
2	36	1.0	36.910400	0.032000
2	37	1.0	36.972599	0.031990
2	38	1.0	37.034000	0.031970
2	39	1.0	37.094501	0.031960
2	40	1.0	37.154099	0.031940
2	41	1.0	37.213001	0.031930
2	42	1.0	37.271099	0.031910
2	43	1.0	37.328400	0.031900
2	44	1.0	37.385101	0.031880
2	45	1.0	37.441101	0.031870
2	46	1.0	37.496399	0.031860
2	47	1.0	37.550999	0.031840
2	48	1.0	37.605000	0.031830
2	49	1.0	37.658401	0.031820
2	50	1.0	37.711201	0.031800
2	51	1.0	37.763500	0.031790
2	52	1.0	37.815201	0.031780
2	53	1.0	37.866299	0.031770
2	54	1.0	37.916901	0.031760
2	55	1.0	37.967098	0.031740
2	56	1.0	38.016701	0.031730
2	57	1.0	38.065800	0.031720
2	58	1.0	38.114498	0.031710
2	59	1.0	38.162800	0.031700
2	60	1.0	38.210602	0.031690
2	61	1.0	38.257999	0.031680
2	62	1.0	38.305000	0.031670
2	63	1.0	38.351601	0.031660
2	64	1.0	38.397800	0.031640
2	65	1.0	38.443699	0.031630
2	66	1.0	38.489101	0.031620
2	67	1.0	38.534199	0.031610
2	68	1.0	38.578899	0.031600
2	69	1.0	38.623299	0.031590
2	70	1.0	38.667301	0.031580
2	71	1.0	38.710999	0.031580
2	72	1.0	38.754299	0.031570
2	73	1.0	38.797298	0.031560
2	74	1.0	38.840000	0.031550
2	75	1.0	38.882301	0.031540
2	76	1.0	38.924400	0.031530
2	77	1.0	38.966099	0.031520
2	78	1.0	39.007500	0.031510
2	79	1.0	39.048698	0.031500
2	80	1.0	39.089500	0.031490
2	81	1.0	39.130100	0.031490
2	82	1.0	39.170399	0.031480
2	83	1.0	39.210400	0.031470
2	84	1.0	39.250099	0.031460
2	85	1.0	39.289600	0.031450
2	86	1.0	39.328800	0.031440
2	87	1.0	39.367699	0.031440
2	88	1.0	39.406399	0.031430
2	89	1.0	39.444801	0.031420
2	90	1.0	39.483002	0.031410
2	91	1.0	39.521000	0.031400
2	92	1.0	39.558701	0.031400
2	93	1.0	39.596199	0.031390
2	94	1.0	39.633499	0.031380
2	95	1.0	39.670502	0.031370
2	96	1.0	39.707298	0.031370
2	97	1.0	39.743801	0.031360
2	98	1.0	39.780201	0.031350
2	99	1.0	39.816299	0.031340
2	100	1.0	39.852200	0.031340
2	101	1.0	39.887901	0.031330
2	102	1.0	39.923302	0.031320
2	103	1.0	39.958599	0.031310
2	104	1.0	39.993599	0.031310
2	105	1.0	40.028400	0.031300
2	106	1.0	40.063000	0.031290
2	107	1.0	40.097401	0.031290
2	108	1.0	40.131599	0.031280
2	109	1.0	40.165600	0.031270
2	110	1.0	40.199402	0.031270
2	111	1.0	40.233002	0.031260
2	112	1.0	40.266399	0.031250
2	113	1.0	40.299500	0.031250
2	114	1.0	40.332500	0.031240
2	115	1.0	40.365299	0.031230
2	116	1.0	40.397900	0.031230
2	117	1.0	40.430302	0.031220
2	118	1.0	40.462502	0.031210
2	119	1.0	40.494598	0.031210
2	120	1.0	40.526402	0.031200
2	121	1.0	40.558102	0.031200
2	122	1.0	40.589500	0.031190
2	123	1.0	40.620800	0.031180
2	124	1.0	40.651901	0.031180
2	125	1.0	40.682899	0.031170
2	126	1.0	40.713600	0.031170
2	127	1.0	40.744202	0.031160
2	128	1.0	40.774601	0.031150
2	129	1.0	40.804798	0.031150
2	130	1.0	40.834801	0.031140
2	131	1.0	40.864700	0.031140
2	132	1.0	40.894402	0.031130
2	133	1.0	40.923901	0.031120
2	134	1.0	40.953300	0.031120
2	135	1.0	40.982399	0.031110
2	136	1.0	41.011501	0.031110
2	137	1.0	41.040298	0.031100
2	138	1.0	41.069000	0.031100
2	139	1.0	41.097500	0.031090
2	140	1.0	41.125900	0.031080
2	141	1.0	41.154099	0.031080
2	142	1.0	41.182098	0.031070
2	143	1.0	41.209999	0.031070
2	144	1.0	41.237801	0.031060
2	145	1.0	41.265301	0.031060
2	146	1.0	41.292702	0.031050
2	147	1.0	41.320000	0.031050
2	148	1.0	41.347099	0.031040
2	149	1.0	41.374100	0.031040
2	150	1.0	41.400902	0.031030
2	151	1.0	41.427502	0.031030
2	152	1.0	41.453999	0.031020
2	153	1.0	41.480400	0.031020
2	154	1.0	41.506599	0.031010
2	155	1.0	41.532700	0.031010
2	156	1.0	41.558601	0.031000
2	157	1.0	41.584400	0.030990
2	158	1.0	41.610001	0.030990
2	159	1.0	41.635502	0.030980
2	160	1.0	41.660900	0.030980
2	161	1.0	41.686100	0.030980
2	162	1.0	41.711201	0.030970
2	163	1.0	41.736198	0.030970
2	164	1.0	41.761002	0.030960
2	165	1.0	41.785702	0.030960
2	166	1.0	41.810200	0.030950
2	167	1.0	41.834599	0.030950
2	168	1.0	41.858898	0.030940
2	169	1.0	41.883099	0.030940
2	170	1.0	41.907101	0.030930
2	171	1.0	41.931000	0.030930
2	172	1.0	41.954800	0.030920
2	173	1.0	41.978401	0.030920
2	174	1.0	42.001900	0.030910
2	175	1.0	42.025299	0.030910
2	176	1.0	42.048500	0.030900
2	177	1.0	42.071701	0.030900
2	178	1.0	42.094700	0.030890
2	179	1.0	42.117599	0.030890
2	180	1.0	42.140301	0.030890
2	181	1.0	42.162998	0.030880
2	182	1.0	42.185501	0.030880
2	183	1.0	42.207901	0.030870
2	184	1.0	42.230202	0.030870
2	185	1.0	42.252300	0.030860
2	186	1.0	42.274399	0.030860
2	187	1.0	42.296299	0.030850
2	188	1.0	42.318100	0.030850
2	189	1.0	42.339802	0.030850
2	190	1.0	42.361401	0.030840
2	191	1.0	42.382900	0.030840
2	192	1.0	42.404202	0.030830
2	193	1.0	42.425499	0.030830
2	194	1.0	42.446602	0.030820
2	195	1.0	42.467602	0.030820
2	196	1.0	42.488499	0.030820
2	197	1.0	42.509300	0.030810
2	198	1.0	42.529999	0.030810
2	199	1.0	42.550598	0.030800
2	200	1.0	42.571098	0.030800
2	201	1.0	42.591499	0.030790
2	202	1.0	42.611698	0.030790
2	203	1.0	42.631901	0.030790
2	204	1.0	42.651901	0.030780
2	205	1.0	42.671902	0.030780
2	206	1.0	42.691700	0.030770
2	207	1.0	42.711498	0.030770
2	208	1.0	42.731098	0.030770
2	209	1.0	42.750702	0.030760
2	210	1.0	42.770100	0.030760
2	211	1.0	42.789398	0.030750
2	212	1.0	42.808701	0.030750
2	213	1.0	42.827801	0.030750
2	214	1.0	42.846901	0.030740
2	215	1.0	42.865799	0.030740
2	216	1.0	42.884602	0.030730
2	217	1.0	42.903400	0.030730
2	218	1.0	42.922001	0.030730
2	219	1.0	42.940601	0.030720
2	220	1.0	42.959099	0.030720
2	221	1.0	42.977402	0.030720
2	222	1.0	42.995701	0.030710
2	223	1.0	43.013901	0.030710
2	224	1.0	43.032001	0.030700
2	225	1.0	43.049999	0.030700
2	226	1.0	43.067902	0.030700
2	227	1.0	43.085701	0.030690
2	228	1.0	43.103401	0.030690
2	229	1.0	43.121101	0.030690
2	230	1.0	43.138599	0.030680
2	231	1.0	43.156101	0.030680
2	232	1.0	43.173401	0.030670
2	233	1.0	43.190701	0.030670
2	234	1.0	43.207901	0.030670
2	235	1.0	43.224998	0.030660
2	236	1.0	43.242100	0.030660
2	237	1.0	43.258999	0.030660
2	238	1.0	43.275902	0.030650
2	239	1.0	43.292599	0.030650
2	240	1.0	43.309299	0.030650
2	241	1.0	43.325901	0.030640
2	242	1.0	43.342400	0.030640
2	243	1.0	43.358898	0.030630
2	244	1.0	43.375301	0.030630
2	245	1.0	43.391499	0.030630
2	246	1.0	43.407700	0.030620
2	247	1.0	43.423901	0.030620
2	248	1.0	43.439899	0.030620
2	249	1.0	43.455898	0.030610
2	250	1.0	43.471699	0.030610
2	251	1.0	43.487598	0.030610
2	252	1.0	43.503300	0.030600
2	253	1.0	43.518902	0.030600
2	254	1.0	43.534500	0.030600
2	255	1.0	43.549999	0.030590
2	256	1.0	43.565399	0.030590
2	257	1.0	43.580799	0.030590
2	258	1.0	43.596100	0.030580
2	259	1.0	43.611301	0.030580
2	260	1.0	43.626400	0.030580
2	261	1.0	43.641499	0.030570
2	262	1.0	43.656399	0.030570
2	263	1.0	43.671398	0.030570
2	264	1.0	43.686199	0.030560
2	265	1.0	43.701000	0.030560
2	266	1.0	43.715698	0.030560
2	267	1.0	43.730301	0.030550
2	268	1.0	43.744900	0.030550
2	269	1.0	43.759399	0.030550
2	270	1.0	43.773800	0.030540
2	271	1.0	43.788200	0.030540
2	272	1.0	43.802502	0.030540
2	273	1.0	43.816700	0.030530
2	274	1.0	43.830898	0.030530
2	275	1.0	43.845001	0.030530
2	276	1.0	43.859001	0.030520
2	277	1.0	43.873001	0.030520
2	278	1.0	43.886902	0.030520
2	279	1.0	43.900700	0.030510
2	280	1.0	43.914501	0.030510
2	281	1.0	43.928200	0.030510
2	282	1.0	43.941898	0.030500
2	283	1.0	43.955502	0.030500
2	284	1.0	43.969002	0.030500
2	285	1.0	43.982399	0.030490
2	286	1.0	43.995899	0.030490
2	287	1.0	44.009201	0.030490
2	288	1.0	44.022499	0.030490
2	289	1.0	44.035702	0.030480
2	290	1.0	44.048901	0.030480
2	291	1.0	44.062000	0.030480
2	292	1.0	44.075100	0.030470
2	293	1.0	44.088001	0.030470
2	294	1.0	44.101002	0.030470
2	295	1.0	44.113899	0.030460
2	296	1.0	44.126701	0.030460
2	297	1.0	44.139500	0.030460
2	298	1.0	44.152199	0.030450
2	299	1.0	44.164799	0.030450
2	300	1.0	44.177399	0.030450
2	301	1.0	44.189999	0.030450
2	302	1.0	44.202499	0.030440
2	303	1.0	44.214901	0.030440
2	304	1.0	44.227299	0.030440
2	305	1.0	44.239601	0.030430
2	306	1.0	44.251900	0.030430
2	307	1.0	44.264099	0.030430
2	308	1.0	44.276299	0.030430
2	309	1.0	44.288399	0.030420
2	310	1.0	44.300499	0.030420
2	311	1.0	44.312500	0.030420
2	312	1.0	44.324501	0.030410
2	313	1.0	44.336399	0.030410
2	314	1.0	44.348301	0.030410
2	315	1.0	44.360100	0.030400
2	316	1.0	44.371899	0.030400
2	317	1.0	44.383598	0.030400
2	318	1.0	44.395199	0.030400
2	319	1.0	44.406898	0.030390
2	320	1.0	44.418400	0.030390
2	321	1.0	44.430000	0.030390
2	322	1.0	44.441399	0.030380
2	323	1.0	44.452900	0.030380
2	324	1.0	44.464298	0.030380
2	325	1.0	44.475601	0.030380
2	326	1.0	44.486900	0.030370
2	327	1.0	44.498100	0.030370
2	328	1.0	44.509300	0.030370
2	329	1.0	44.520500	0.030370
2	330	1.0	44.531601	0.030360
2	331	1.0	44.542702	0.030360
2	332	1.0	44.553699	0.030360
2	333	1.0	44.564602	0.030350
2	334	1.0	44.575600	0.030350
2	335	1.0	44.586498	0.030350
2	336	1.0	44.597301	0.030350
2	337	1.0	44.608101	0.030340
2	338	1.0	44.618900	0.030340
2	339	1.0	44.629601	0.030340
2	340	1.0	44.640202	0.030340
2	341	1.0	44.650902	0.030330
2	342	1.0	44.661499	0.030330
2	343	1.0	44.672001	0.030330
2	344	1.0	44.682499	0.030320
2	345	1.0	44.693001	0.030320
2	346	1.0	44.703400	0.030320
2	347	1.0	44.713799	0.030320
2	348	1.0	44.724098	0.030310
2	349	1.0	44.734402	0.030310
2	350	1.0	44.744701	0.030310
2	351	1.0	44.754902	0.030310
2	352	1.0	44.765099	0.030300
2	353	1.0	44.775200	0.030300
2	354	1.0	44.785301	0.030300
2	355	1.0	44.795399	0.030300
2	356	1.0	44.805401	0.030290
2	357	1.0	44.815399	0.030290
2	358	1.0	44.825401	0.030290
2	359	1.0	44.835300	0.030280
2	360	1.0	44.845200	0.030280
2	361	1.0	44.855000	0.030280
2	362	1.0	44.864799	0.030280
2	363	1.0	44.874599	0.030270
2	364	1.0	44.884399	0.030270
2	365	1.0	44.894001	0.030270
2	366	1.0	44.903702	0.030270
2	367	1.0	44.913300	0.030260
2	368	1.0	44.922901	0.030260
2	369	1.0	44.932499	0.030260
2	370	1.0	44.942001	0.030260
2	371	1.0	44.951500	0.030250
2	372	1.0	44.960899	0.030250
2	373	1.0	44.970402	0.030250
2	374	1.0	44.979698	0.030250
2	375	1.0	44.989101	0.030240
2	376	1.0	44.998402	0.030240
2	377	1.0	45.007702	0.030240
2	378	1.0	45.016899	0.030240
2	379	1.0	45.026199	0.030230
2	380	1.0	45.035301	0.030230
2	381	1.0	45.044498	0.030230
2	382	1.0	45.053600	0.030230
2	383	1.0	45.062698	0.030220
2	384	1.0	45.071701	0.030220
2	385	1.0	45.080799	0.030220
2	386	1.0	45.089699	0.030220
2	387	1.0	45.098701	0.030210
2	388	1.0	45.107601	0.030210
2	389	1.0	45.116501	0.030210
2	390	1.0	45.125401	0.030210
2	391	1.0	45.134201	0.030200
2	392	1.0	45.143002	0.030200
2	393	1.0	45.151798	0.030200
2	394	1.0	45.160500	0.030200
2	395	1.0	45.169201	0.030190
2	396	1.0	45.177898	0.030190
2	397	1.0	45.186600	0.030190
2	398	1.0	45.195202	0.030190
2	399	1.0	45.203800	0.030190
2	400	1.0	45.212399	0.030180
2	401	1.0	45.220901	0.030180
2	402	1.0	45.229401	0.030180
2	403	1.0	45.237900	0.030180
2	404	1.0	45.246300	0.030170
2	405	1.0	45.254799	0.030170
2	406	1.0	45.263199	0.030170
2	407	1.0	45.271500	0.030170
2	408	1.0	45.279900	0.030160
2	409	1.0	45.288200	0.030160
2	410	1.0	45.296501	0.030160
2	411	1.0	45.304699	0.030160
2	412	1.0	45.313000	0.030150
2	413	1.0	45.321201	0.030150
2	414	1.0	45.329399	0.030150
2	415	1.0	45.337502	0.030150
2	416	1.0	45.345600	0.030150
2	417	1.0	45.353699	0.030140
2	418	1.0	45.361801	0.030140
2	419	1.0	45.369900	0.030140
2	420	1.0	45.377899	0.030140
2	421	1.0	45.385899	0.030130
2	422	1.0	45.393902	0.030130
2	423	1.0	45.401798	0.030130
2	424	1.0	45.409698	0.030130
