sex	age	l	m	s
1	776	1.0	48.438301	0.028280
1	777	1.0	48.442299	0.028280
1	778	1.0	48.446301	0.028280
1	779	1.0	48.450199	0.028280
1	780	1.0	48.454201	0.028280
1	781	1.0	48.458199	0.028280
1	782	1.0	48.462101	0.028280
1	783	1.0	48.466099	0.028290
1	784	1.0	48.470001	0.028290
1	785	1.0	48.473900	0.028290
1	786	1.0	48.477901	0.028290
1	787	1.0	48.481800	0.028290
1	788	1.0	48.485699	0.028290
1	789	1.0	48.489601	0.028290
1	790	1.0	48.493500	0.028290
1	791	1.0	48.497398	0.028300
1	792	1.0	48.501301	0.028300
1	793	1.0	48.505199	0.028300
1	794	1.0	48.509102	0.028300
1	795	1.0	48.513000	0.028300
1	796	1.0	48.516899	0.028300
1	797	1.0	48.520699	0.028300
1	798	1.0	48.524601	0.028310
1	799	1.0	48.528500	0.028310
1	800	1.0	48.532299	0.028310
1	801	1.0	48.536201	0.028310
1	802	1.0	48.540001	0.028310
1	803	1.0	48.543800	0.028310
1	804	1.0	48.547699	0.028310
1	805	1.0	48.551498	0.028320
1	806	1.0	48.555302	0.028320
1	807	1.0	48.559101	0.028320
1	808	1.0	48.563000	0.028320
1	809	1.0	48.566799	0.028320
1	810	1.0	48.570599	0.028320
1	811	1.0	48.574402	0.028320
1	812	1.0	48.578201	0.028330
1	813	1.0	48.581902	0.028330
1	814	1.0	48.585701	0.028330
1	815	1.0	48.589500	0.028330
1	816	1.0	48.593300	0.028330
1	817	1.0	48.597000	0.028330
1	818	1.0	48.600800	0.028330
1	819	1.0	48.604500	0.028340
1	820	1.0	48.608299	0.028340
1	821	1.0	48.612000	0.028340
1	822	1.0	48.615799	0.028340
1	823	1.0	48.619499	0.028340
1	824	1.0	48.623199	0.028340
1	825	1.0	48.626999	0.028340
1	826	1.0	48.630699	0.028350
1	827	1.0	48.634399	0.028350
1	828	1.0	48.638100	0.028350
1	829	1.0	48.641800	0.028350
1	830	1.0	48.645500	0.028350
1	831	1.0	48.649200	0.028350
1	832	1.0	48.652901	0.028350
1	833	1.0	48.656601	0.028350
1	834	1.0	48.660198	0.028360
1	835	1.0	48.663898	0.028360
1	836	1.0	48.667599	0.028360
1	837	1.0	48.671200	0.028360
1	838	1.0	48.674900	0.028360
1	839	1.0	48.678501	0.028360
1	840	1.0	48.682201	0.028360
1	841	1.0	48.685799	0.028370
1	842	1.0	48.689499	0.028370
1	843	1.0	48.693100	0.028370
1	844	1.0	48.696701	0.028370
1	845	1.0	48.700298	0.028370
1	846	1.0	48.703899	0.028370
1	847	1.0	48.707600	0.028370
1	848	1.0	48.711201	0.028380
1	849	1.0	48.714802	0.028380
1	850	1.0	48.718399	0.028380
1	851	1.0	48.721901	0.028380
1	852	1.0	48.725498	0.028380
1	853	1.0	48.729099	0.028380
1	854	1.0	48.732700	0.028380
1	855	1.0	48.736301	0.028390
1	856	1.0	48.739799	0.028390
1	857	1.0	48.743401	0.028390
1	858	1.0	48.746899	0.028390
1	859	1.0	48.750500	0.028390
1	860	1.0	48.754002	0.028390
1	861	1.0	48.757599	0.028390
1	862	1.0	48.761101	0.028400
1	863	1.0	48.764599	0.028400
1	864	1.0	48.768101	0.028400
1	865	1.0	48.771702	0.028400
1	866	1.0	48.775200	0.028400
1	867	1.0	48.778702	0.028400
1	868	1.0	48.782200	0.028400
1	869	1.0	48.785702	0.028410
1	870	1.0	48.789200	0.028410
1	871	1.0	48.792702	0.028410
1	872	1.0	48.796200	0.028410
1	873	1.0	48.799599	0.028410
1	874	1.0	48.803101	0.028410
1	875	1.0	48.806599	0.028410
1	876	1.0	48.810001	0.028420
1	877	1.0	48.813499	0.028420
1	878	1.0	48.816898	0.028420
1	879	1.0	48.820400	0.028420
1	880	1.0	48.823799	0.028420
1	881	1.0	48.827301	0.028420
1	882	1.0	48.830700	0.028420
1	883	1.0	48.834099	0.028430
1	884	1.0	48.837601	0.028430
1	885	1.0	48.841000	0.028430
1	886	1.0	48.844398	0.028430
1	887	1.0	48.847801	0.028430
1	888	1.0	48.851200	0.028430
1	889	1.0	48.854599	0.028430
1	890	1.0	48.858002	0.028430
1	891	1.0	48.861401	0.028440
1	892	1.0	48.864799	0.028440
1	893	1.0	48.868099	0.028440
1	894	1.0	48.871498	0.028440
1	895	1.0	48.874901	0.028440
1	896	1.0	48.878300	0.028440
1	897	1.0	48.881599	0.028440
1	898	1.0	48.884998	0.028450
1	899	1.0	48.888302	0.028450
1	900	1.0	48.891701	0.028450
1	901	1.0	48.895000	0.028450
1	902	1.0	48.898300	0.028450
1	903	1.0	48.901699	0.028450
1	904	1.0	48.904999	0.028450
1	905	1.0	48.908298	0.028460
1	906	1.0	48.911598	0.028460
1	907	1.0	48.914902	0.028460
1	908	1.0	48.918201	0.028460
1	909	1.0	48.921501	0.028460
1	910	1.0	48.924801	0.028460
1	911	1.0	48.928101	0.028460
1	912	1.0	48.931400	0.028470
1	913	1.0	48.934700	0.028470
1	914	1.0	48.938000	0.028470
1	915	1.0	48.941299	0.028470
1	916	1.0	48.944500	0.028470
1	917	1.0	48.947800	0.028470
1	918	1.0	48.951000	0.028470
1	919	1.0	48.954300	0.028480
1	920	1.0	48.957500	0.028480
1	921	1.0	48.960800	0.028480
1	922	1.0	48.964001	0.028480
1	923	1.0	48.967300	0.028480
1	924	1.0	48.970501	0.028480
1	925	1.0	48.973701	0.028480
1	926	1.0	48.976898	0.028480
1	927	1.0	48.980202	0.028490
1	928	1.0	48.983398	0.028490
1	929	1.0	48.986599	0.028490
1	930	1.0	48.989799	0.028490
1	931	1.0	48.993000	0.028490
1	932	1.0	48.996201	0.028490
1	933	1.0	48.999298	0.028490
1	934	1.0	49.002499	0.028500
1	935	1.0	49.005699	0.028500
1	936	1.0	49.008900	0.028500
1	937	1.0	49.012100	0.028500
1	938	1.0	49.015202	0.028500
1	939	1.0	49.018398	0.028500
1	940	1.0	49.021500	0.028500
1	941	1.0	49.024700	0.028510
1	942	1.0	49.027802	0.028510
1	943	1.0	49.030998	0.028510
1	944	1.0	49.034100	0.028510
1	945	1.0	49.037201	0.028510
1	946	1.0	49.040401	0.028510
1	947	1.0	49.043499	0.028510
1	948	1.0	49.046600	0.028520
1	949	1.0	49.049702	0.028520
1	950	1.0	49.052799	0.028520
1	951	1.0	49.055901	0.028520
1	952	1.0	49.058998	0.028520
1	953	1.0	49.062099	0.028520
1	954	1.0	49.065201	0.028520
1	955	1.0	49.068298	0.028520
1	956	1.0	49.071400	0.028530
1	957	1.0	49.074402	0.028530
1	958	1.0	49.077499	0.028530
1	959	1.0	49.080601	0.028530
1	960	1.0	49.083599	0.028530
1	961	1.0	49.086700	0.028530
1	962	1.0	49.089802	0.028530
1	963	1.0	49.092800	0.028540
1	964	1.0	49.095798	0.028540
1	965	1.0	49.098900	0.028540
1	966	1.0	49.101898	0.028540
1	967	1.0	49.104900	0.028540
1	968	1.0	49.108002	0.028540
1	969	1.0	49.111000	0.028540
1	970	1.0	49.113998	0.028540
1	971	1.0	49.117001	0.028550
1	972	1.0	49.119999	0.028550
1	973	1.0	49.123001	0.028550
1	974	1.0	49.125999	0.028550
1	975	1.0	49.129002	0.028550
1	976	1.0	49.132000	0.028550
1	977	1.0	49.134998	0.028550
1	978	1.0	49.138000	0.028560
1	979	1.0	49.140999	0.028560
1	980	1.0	49.143902	0.028560
1	981	1.0	49.146900	0.028560
1	982	1.0	49.149899	0.028560
1	983	1.0	49.152802	0.028560
1	984	1.0	49.155800	0.028560
1	985	1.0	49.158798	0.028570
1	986	1.0	49.161701	0.028570
1	987	1.0	49.164600	0.028570
1	988	1.0	49.167599	0.028570
1	989	1.0	49.170502	0.028570
1	990	1.0	49.173500	0.028570
1	991	1.0	49.176399	0.028570
1	992	1.0	49.179298	0.028570
1	993	1.0	49.182201	0.028580
1	994	1.0	49.185101	0.028580
1	995	1.0	49.188000	0.028580
1	996	1.0	49.190899	0.028580
1	997	1.0	49.193802	0.028580
1	998	1.0	49.196701	0.028580
1	999	1.0	49.199600	0.028580
1	1000	1.0	49.202499	0.028590
1	1001	1.0	49.205399	0.028590
1	1002	1.0	49.208302	0.028590
1	1003	1.0	49.211201	0.028590
1	1004	1.0	49.214001	0.028590
1	1005	1.0	49.216900	0.028590
1	1006	1.0	49.219799	0.028590
1	1007	1.0	49.222599	0.028590
1	1008	1.0	49.225498	0.028600
1	1009	1.0	49.228298	0.028600
1	1010	1.0	49.231201	0.028600
1	1011	1.0	49.234001	0.028600
1	1012	1.0	49.236900	0.028600
1	1013	1.0	49.239700	0.028600
1	1014	1.0	49.242500	0.028600
1	1015	1.0	49.245399	0.028610
1	1016	1.0	49.248199	0.028610
1	1017	1.0	49.250999	0.028610
1	1018	1.0	49.253799	0.028610
1	1019	1.0	49.256599	0.028610
1	1020	1.0	49.259399	0.028610
1	1021	1.0	49.262199	0.028610
1	1022	1.0	49.264999	0.028610
1	1023	1.0	49.267799	0.028620
1	1024	1.0	49.270599	0.028620
1	1025	1.0	49.273399	0.028620
1	1026	1.0	49.276199	0.028620
1	1027	1.0	49.278999	0.028620
1	1028	1.0	49.281799	0.028620
1	1029	1.0	49.284500	0.028620
1	1030	1.0	49.287300	0.028620
1	1031	1.0	49.290100	0.028630
1	1032	1.0	49.292801	0.028630
1	1033	1.0	49.295601	0.028630
1	1034	1.0	49.298302	0.028630
1	1035	1.0	49.301102	0.028630
1	1036	1.0	49.303799	0.028630
1	1037	1.0	49.306599	0.028630
1	1038	1.0	49.309299	0.028640
1	1039	1.0	49.312000	0.028640
1	1040	1.0	49.314800	0.028640
1	1041	1.0	49.317501	0.028640
1	1042	1.0	49.320202	0.028640
1	1043	1.0	49.322899	0.028640
1	1044	1.0	49.325699	0.028640
1	1045	1.0	49.328400	0.028640
1	1046	1.0	49.331100	0.028650
1	1047	1.0	49.333801	0.028650
1	1048	1.0	49.336498	0.028650
1	1049	1.0	49.339199	0.028650
1	1050	1.0	49.341900	0.028650
1	1051	1.0	49.344601	0.028650
1	1052	1.0	49.347198	0.028650
1	1053	1.0	49.349899	0.028650
1	1054	1.0	49.352600	0.028660
1	1055	1.0	49.355301	0.028660
1	1056	1.0	49.357899	0.028660
1	1057	1.0	49.360600	0.028660
1	1058	1.0	49.363300	0.028660
1	1059	1.0	49.365898	0.028660
1	1060	1.0	49.368599	0.028660
1	1061	1.0	49.371201	0.028670
1	1062	1.0	49.373901	0.028670
1	1063	1.0	49.376499	0.028670
1	1064	1.0	49.379200	0.028670
1	1065	1.0	49.381802	0.028670
1	1066	1.0	49.384399	0.028670
1	1067	1.0	49.387100	0.028670
1	1068	1.0	49.389702	0.028670
1	1069	1.0	49.392300	0.028680
1	1070	1.0	49.395000	0.028680
1	1071	1.0	49.397598	0.028680
1	1072	1.0	49.400200	0.028680
1	1073	1.0	49.402802	0.028680
1	1074	1.0	49.405399	0.028680
1	1075	1.0	49.408001	0.028680
1	1076	1.0	49.410599	0.028680
1	1077	1.0	49.413200	0.028690
1	1078	1.0	49.415798	0.028690
1	1079	1.0	49.418400	0.028690
1	1080	1.0	49.421001	0.028690
1	1081	1.0	49.423500	0.028690
1	1082	1.0	49.426102	0.028690
1	1083	1.0	49.428699	0.028690
1	1084	1.0	49.431301	0.028690
1	1085	1.0	49.433800	0.028700
1	1086	1.0	49.436401	0.028700
1	1087	1.0	49.438999	0.028700
1	1088	1.0	49.441502	0.028700
1	1089	1.0	49.444099	0.028700
1	1090	1.0	49.446602	0.028700
1	1091	1.0	49.449200	0.028700
1	1092	1.0	49.451698	0.028700
1	1093	1.0	49.454300	0.028710
1	1094	1.0	49.456799	0.028710
1	1095	1.0	49.459301	0.028710
1	1096	1.0	49.461899	0.028710
1	1097	1.0	49.464401	0.028710
1	1098	1.0	49.466900	0.028710
1	1099	1.0	49.469398	0.028710
1	1100	1.0	49.471901	0.028710
1	1101	1.0	49.474499	0.028720
1	1102	1.0	49.477001	0.028720
1	1103	1.0	49.479500	0.028720
1	1104	1.0	49.481998	0.028720
1	1105	1.0	49.484501	0.028720
1	1106	1.0	49.487000	0.028720
1	1107	1.0	49.489498	0.028720
1	1108	1.0	49.492001	0.028720
1	1109	1.0	49.494400	0.028730
1	1110	1.0	49.496899	0.028730
1	1111	1.0	49.499401	0.028730
1	1112	1.0	49.501900	0.028730
1	1113	1.0	49.504398	0.028730
1	1114	1.0	49.506802	0.028730
1	1115	1.0	49.509300	0.028730
1	1116	1.0	49.511799	0.028730
1	1117	1.0	49.514198	0.028740
1	1118	1.0	49.516701	0.028740
1	1119	1.0	49.519100	0.028740
1	1120	1.0	49.521599	0.028740
1	1121	1.0	49.523998	0.028740
1	1122	1.0	49.526501	0.028740
1	1123	1.0	49.528900	0.028740
1	1124	1.0	49.531399	0.028740
1	1125	1.0	49.533798	0.028750
1	1126	1.0	49.536201	0.028750
1	1127	1.0	49.538700	0.028750
1	1128	1.0	49.541100	0.028750
1	1129	1.0	49.543499	0.028750
1	1130	1.0	49.545898	0.028750
1	1131	1.0	49.548302	0.028750
1	1132	1.0	49.550800	0.028750
1	1133	1.0	49.553200	0.028760
1	1134	1.0	49.555599	0.028760
1	1135	1.0	49.557999	0.028760
1	1136	1.0	49.560398	0.028760
1	1137	1.0	49.562801	0.028760
1	1138	1.0	49.565201	0.028760
1	1139	1.0	49.567600	0.028760
1	1140	1.0	49.570000	0.028760
1	1141	1.0	49.572300	0.028770
1	1142	1.0	49.574699	0.028770
1	1143	1.0	49.577099	0.028770
1	1144	1.0	49.579498	0.028770
1	1145	1.0	49.581902	0.028770
1	1146	1.0	49.584202	0.028770
1	1147	1.0	49.586601	0.028770
1	1148	1.0	49.589001	0.028770
1	1149	1.0	49.591301	0.028780
1	1150	1.0	49.593700	0.028780
1	1151	1.0	49.596100	0.028780
1	1152	1.0	49.598400	0.028780
1	1153	1.0	49.600800	0.028780
1	1154	1.0	49.603100	0.028780
1	1155	1.0	49.605400	0.028780
1	1156	1.0	49.607800	0.028780
1	1157	1.0	49.610100	0.028780
1	1158	1.0	49.612499	0.028790
1	1159	1.0	49.614799	0.028790
1	1160	1.0	49.617100	0.028790
1	1161	1.0	49.619499	0.028790
1	1162	1.0	49.621799	0.028790
1	1163	1.0	49.624100	0.028790
1	1164	1.0	49.626400	0.028790
1	1165	1.0	49.628700	0.028790
1	1166	1.0	49.631100	0.028800
1	1167	1.0	49.633400	0.028800
1	1168	1.0	49.635700	0.028800
1	1169	1.0	49.638000	0.028800
1	1170	1.0	49.640301	0.028800
1	1171	1.0	49.642601	0.028800
1	1172	1.0	49.644901	0.028800
1	1173	1.0	49.647202	0.028800
1	1174	1.0	49.649502	0.028810
1	1175	1.0	49.651699	0.028810
1	1176	1.0	49.653999	0.028810
1	1177	1.0	49.656300	0.028810
1	1178	1.0	49.658600	0.028810
1	1179	1.0	49.660900	0.028810
1	1180	1.0	49.663101	0.028810
1	1181	1.0	49.665401	0.028810
1	1182	1.0	49.667702	0.028820
1	1183	1.0	49.669998	0.028820
1	1184	1.0	49.672199	0.028820
1	1185	1.0	49.674500	0.028820
1	1186	1.0	49.676701	0.028820
1	1187	1.0	49.679001	0.028820
1	1188	1.0	49.681198	0.028820
1	1189	1.0	49.683498	0.028820
1	1190	1.0	49.685699	0.028820
1	1191	1.0	49.688000	0.028830
1	1192	1.0	49.690201	0.028830
1	1193	1.0	49.692501	0.028830
1	1194	1.0	49.694698	0.028830
1	1195	1.0	49.696899	0.028830
1	1196	1.0	49.699200	0.028830
1	1197	1.0	49.701401	0.028830
1	1198	1.0	49.703602	0.028830
1	1199	1.0	49.705898	0.028840
1	1200	1.0	49.708099	0.028840
1	1201	1.0	49.710300	0.028840
1	1202	1.0	49.712502	0.028840
1	1203	1.0	49.714699	0.028840
1	1204	1.0	49.716900	0.028840
1	1205	1.0	49.719101	0.028840
1	1206	1.0	49.721298	0.028840
1	1207	1.0	49.723499	0.028840
1	1208	1.0	49.725700	0.028850
1	1209	1.0	49.727901	0.028850
1	1210	1.0	49.730099	0.028850
1	1211	1.0	49.732300	0.028850
1	1212	1.0	49.734501	0.028850
1	1213	1.0	49.736698	0.028850
1	1214	1.0	49.738899	0.028850
1	1215	1.0	49.741100	0.028850
1	1216	1.0	49.743301	0.028860
1	1217	1.0	49.745399	0.028860
1	1218	1.0	49.747601	0.028860
1	1219	1.0	49.749802	0.028860
1	1220	1.0	49.751999	0.028860
1	1221	1.0	49.754101	0.028860
1	1222	1.0	49.756302	0.028860
1	1223	1.0	49.758400	0.028860
1	1224	1.0	49.760601	0.028860
1	1225	1.0	49.762798	0.028870
1	1226	1.0	49.764900	0.028870
1	1227	1.0	49.767101	0.028870
1	1228	1.0	49.769199	0.028870
1	1229	1.0	49.771400	0.028870
1	1230	1.0	49.773499	0.028870
1	1231	1.0	49.775700	0.028870
1	1232	1.0	49.777802	0.028870
1	1233	1.0	49.779900	0.028870
1	1234	1.0	49.782101	0.028880
1	1235	1.0	49.784199	0.028880
1	1236	1.0	49.786301	0.028880
1	1237	1.0	49.788502	0.028880
1	1238	1.0	49.790600	0.028880
1	1239	1.0	49.792702	0.028880
1	1240	1.0	49.794800	0.028880
1	1241	1.0	49.797001	0.028880
1	1242	1.0	49.799099	0.028890
1	1243	1.0	49.801201	0.028890
1	1244	1.0	49.803299	0.028890
1	1245	1.0	49.805401	0.028890
1	1246	1.0	49.807499	0.028890
1	1247	1.0	49.809601	0.028890
1	1248	1.0	49.811699	0.028890
1	1249	1.0	49.813801	0.028890
1	1250	1.0	49.815899	0.028890
1	1251	1.0	49.818001	0.028900
1	1252	1.0	49.820099	0.028900
1	1253	1.0	49.822201	0.028900
1	1254	1.0	49.824299	0.028900
1	1255	1.0	49.826401	0.028900
1	1256	1.0	49.828499	0.028900
1	1257	1.0	49.830502	0.028900
1	1258	1.0	49.832600	0.028900
1	1259	1.0	49.834702	0.028900
1	1260	1.0	49.836800	0.028910
1	1261	1.0	49.838902	0.028910
1	1262	1.0	49.840900	0.028910
1	1263	1.0	49.842999	0.028910
1	1264	1.0	49.845100	0.028910
1	1265	1.0	49.847099	0.028910
1	1266	1.0	49.849201	0.028910
1	1267	1.0	49.851200	0.028910
1	1268	1.0	49.853298	0.028910
1	1269	1.0	49.855400	0.028920
1	1270	1.0	49.857399	0.028920
1	1271	1.0	49.859501	0.028920
1	1272	1.0	49.861500	0.028920
1	1273	1.0	49.863499	0.028920
1	1274	1.0	49.865601	0.028920
1	1275	1.0	49.867599	0.028920
1	1276	1.0	49.869701	0.028920
1	1277	1.0	49.871700	0.028920
1	1278	1.0	49.873699	0.028930
1	1279	1.0	49.875801	0.028930
1	1280	1.0	49.877800	0.028930
1	1281	1.0	49.879799	0.028930
1	1282	1.0	49.881901	0.028930
1	1283	1.0	49.883900	0.028930
1	1284	1.0	49.885899	0.028930
1	1285	1.0	49.887901	0.028930
1	1286	1.0	49.889900	0.028930
1	1287	1.0	49.891899	0.028940
1	1288	1.0	49.894001	0.028940
1	1289	1.0	49.896000	0.028940
1	1290	1.0	49.897999	0.028940
1	1291	1.0	49.900002	0.028940
1	1292	1.0	49.902000	0.028940
1	1293	1.0	49.903999	0.028940
1	1294	1.0	49.905998	0.028940
1	1295	1.0	49.908001	0.028940
1	1296	1.0	49.910000	0.028950
1	1297	1.0	49.911999	0.028950
1	1298	1.0	49.914001	0.028950
1	1299	1.0	49.916000	0.028950
1	1300	1.0	49.917900	0.028950
1	1301	1.0	49.919899	0.028950
1	1302	1.0	49.921902	0.028950
1	1303	1.0	49.923901	0.028950
1	1304	1.0	49.925900	0.028950
1	1305	1.0	49.927799	0.028960
1	1306	1.0	49.929798	0.028960
1	1307	1.0	49.931801	0.028960
1	1308	1.0	49.933800	0.028960
1	1309	1.0	49.935699	0.028960
1	1310	1.0	49.937698	0.028960
1	1311	1.0	49.939701	0.028960
1	1312	1.0	49.941601	0.028960
1	1313	1.0	49.943600	0.028960
1	1314	1.0	49.945499	0.028970
1	1315	1.0	49.947498	0.028970
1	1316	1.0	49.949402	0.028970
1	1317	1.0	49.951401	0.028970
1	1318	1.0	49.953300	0.028970
1	1319	1.0	49.955299	0.028970
1	1320	1.0	49.957199	0.028970
1	1321	1.0	49.959202	0.028970
1	1322	1.0	49.961102	0.028970
1	1323	1.0	49.963001	0.028980
1	1324	1.0	49.965000	0.028980
1	1325	1.0	49.966900	0.028980
1	1326	1.0	49.968800	0.028980
1	1327	1.0	49.970798	0.028980
1	1328	1.0	49.972698	0.028980
1	1329	1.0	49.974602	0.028980
1	1330	1.0	49.976501	0.028980
1	1331	1.0	49.978500	0.028980
1	1332	1.0	49.980400	0.028990
1	1333	1.0	49.982300	0.028990
1	1334	1.0	49.984200	0.028990
1	1335	1.0	49.986099	0.028990
1	1336	1.0	49.987999	0.028990
1	1337	1.0	49.990002	0.028990
1	1338	1.0	49.991901	0.028990
1	1339	1.0	49.993801	0.028990
1	1340	1.0	49.995701	0.028990
1	1341	1.0	49.997601	0.029000
1	1342	1.0	49.999500	0.029000
1	1343	1.0	50.001400	0.029000
1	1344	1.0	50.003300	0.029000
1	1345	1.0	50.005100	0.029000
1	1346	1.0	50.007000	0.029000
1	1347	1.0	50.008900	0.029000
1	1348	1.0	50.010799	0.029000
1	1349	1.0	50.012699	0.029000
1	1350	1.0	50.014599	0.029000
1	1351	1.0	50.016499	0.029010
1	1352	1.0	50.018299	0.029010
1	1353	1.0	50.020199	0.029010
1	1354	1.0	50.022099	0.029010
1	1355	1.0	50.023998	0.029010
1	1356	1.0	50.025799	0.029010
1	1357	1.0	50.027699	0.029010
1	1358	1.0	50.029598	0.029010
1	1359	1.0	50.031399	0.029010
1	1360	1.0	50.033298	0.029020
1	1361	1.0	50.035099	0.029020
1	1362	1.0	50.036999	0.029020
1	1363	1.0	50.038898	0.029020
1	1364	1.0	50.040699	0.029020
1	1365	1.0	50.042599	0.029020
1	1366	1.0	50.044399	0.029020
1	1367	1.0	50.046299	0.029020
1	1368	1.0	50.048100	0.029020
1	1369	1.0	50.049999	0.029030
1	1370	1.0	50.051800	0.029030
1	1371	1.0	50.053600	0.029030
1	1372	1.0	50.055500	0.029030
1	1373	1.0	50.057301	0.029030
1	1374	1.0	50.059101	0.029030
1	1375	1.0	50.061001	0.029030
1	1376	1.0	50.062801	0.029030
1	1377	1.0	50.064602	0.029030
1	1378	1.0	50.066502	0.029030
1	1379	1.0	50.068298	0.029040
1	1380	1.0	50.070099	0.029040
1	1381	1.0	50.071899	0.029040
1	1382	1.0	50.073700	0.029040
1	1383	1.0	50.075600	0.029040
1	1384	1.0	50.077400	0.029040
1	1385	1.0	50.079201	0.029040
1	1386	1.0	50.081001	0.029040
1	1387	1.0	50.082802	0.029040
1	1388	1.0	50.084599	0.029050
1	1389	1.0	50.086399	0.029050
1	1390	1.0	50.088200	0.029050
1	1391	1.0	50.090000	0.029050
1	1392	1.0	50.091801	0.029050
1	1393	1.0	50.093601	0.029050
1	1394	1.0	50.095402	0.029050
1	1395	1.0	50.097198	0.029050
1	1396	1.0	50.098999	0.029050
1	1397	1.0	50.100800	0.029050
1	1398	1.0	50.102600	0.029060
1	1399	1.0	50.104401	0.029060
1	1400	1.0	50.106201	0.029060
1	1401	1.0	50.107899	0.029060
1	1402	1.0	50.109699	0.029060
1	1403	1.0	50.111500	0.029060
1	1404	1.0	50.113300	0.029060
1	1405	1.0	50.115002	0.029060
1	1406	1.0	50.116798	0.029060
1	1407	1.0	50.118599	0.029060
1	1408	1.0	50.120399	0.029070
1	1409	1.0	50.122101	0.029070
1	1410	1.0	50.123901	0.029070
1	1411	1.0	50.125702	0.029070
1	1412	1.0	50.127399	0.029070
1	1413	1.0	50.129200	0.029070
1	1414	1.0	50.130901	0.029070
1	1415	1.0	50.132702	0.029070
1	1416	1.0	50.134499	0.029070
1	1417	1.0	50.136200	0.029080
1	1418	1.0	50.138000	0.029080
1	1419	1.0	50.139702	0.029080
1	1420	1.0	50.141499	0.029080
1	1421	1.0	50.143200	0.029080
1	1422	1.0	50.144901	0.029080
1	1423	1.0	50.146702	0.029080
1	1424	1.0	50.148399	0.029080
1	1425	1.0	50.150200	0.029080
1	1426	1.0	50.151901	0.029080
1	1427	1.0	50.153599	0.029090
1	1428	1.0	50.155399	0.029090
1	1429	1.0	50.157101	0.029090
1	1430	1.0	50.158798	0.029090
1	1431	1.0	50.160599	0.029090
1	1432	1.0	50.162300	0.029090
1	1433	1.0	50.164001	0.029090
1	1434	1.0	50.165699	0.029090
1	1435	1.0	50.167400	0.029090
1	1436	1.0	50.169201	0.029090
1	1437	1.0	50.170898	0.029100
1	1438	1.0	50.172600	0.029100
1	1439	1.0	50.174301	0.029100
1	1440	1.0	50.175999	0.029100
1	1441	1.0	50.177700	0.029100
1	1442	1.0	50.179401	0.029100
1	1443	1.0	50.181099	0.029100
1	1444	1.0	50.182800	0.029100
1	1445	1.0	50.184502	0.029100
1	1446	1.0	50.186199	0.029100
1	1447	1.0	50.187901	0.029110
1	1448	1.0	50.189602	0.029110
1	1449	1.0	50.191299	0.029110
1	1450	1.0	50.193001	0.029110
1	1451	1.0	50.194698	0.029110
1	1452	1.0	50.196400	0.029110
1	1453	1.0	50.198101	0.029110
1	1454	1.0	50.199799	0.029110
1	1455	1.0	50.201500	0.029110
1	1456	1.0	50.203201	0.029120
1	1457	1.0	50.204800	0.029120
1	1458	1.0	50.206501	0.029120
1	1459	1.0	50.208199	0.029120
1	1460	1.0	50.209900	0.029120
1	1461	1.0	50.211498	0.029120
1	1462	1.0	50.213200	0.029120
1	1463	1.0	50.214901	0.029120
1	1464	1.0	50.216599	0.029120
1	1465	1.0	50.218201	0.029120
1	1466	1.0	50.219898	0.029130
1	1467	1.0	50.221600	0.029130
1	1468	1.0	50.223202	0.029130
1	1469	1.0	50.224899	0.029130
1	1470	1.0	50.226501	0.029130
1	1471	1.0	50.228199	0.029130
1	1472	1.0	50.229900	0.029130
1	1473	1.0	50.231499	0.029130
1	1474	1.0	50.233200	0.029130
1	1475	1.0	50.234798	0.029130
1	1476	1.0	50.236500	0.029140
1	1477	1.0	50.238098	0.029140
1	1478	1.0	50.239799	0.029140
1	1479	1.0	50.241402	0.029140
1	1480	1.0	50.243099	0.029140
1	1481	1.0	50.244701	0.029140
1	1482	1.0	50.246300	0.029140
1	1483	1.0	50.248001	0.029140
1	1484	1.0	50.249599	0.029140
1	1485	1.0	50.251202	0.029140
1	1486	1.0	50.252899	0.029140
1	1487	1.0	50.254501	0.029150
1	1488	1.0	50.256100	0.029150
1	1489	1.0	50.257801	0.029150
1	1490	1.0	50.259399	0.029150
1	1491	1.0	50.261002	0.029150
1	1492	1.0	50.262699	0.029150
1	1493	1.0	50.264301	0.029150
1	1494	1.0	50.265900	0.029150
1	1495	1.0	50.267502	0.029150
1	1496	1.0	50.269100	0.029150
1	1497	1.0	50.270699	0.029160
1	1498	1.0	50.272400	0.029160
1	1499	1.0	50.273998	0.029160
1	1500	1.0	50.275600	0.029160
1	1501	1.0	50.277199	0.029160
1	1502	1.0	50.278801	0.029160
1	1503	1.0	50.280399	0.029160
1	1504	1.0	50.282001	0.029160
1	1505	1.0	50.283600	0.029160
1	1506	1.0	50.285198	0.029160
1	1507	1.0	50.286800	0.029170
1	1508	1.0	50.288399	0.029170
1	1509	1.0	50.290001	0.029170
1	1510	1.0	50.291599	0.029170
1	1511	1.0	50.293201	0.029170
1	1512	1.0	50.294800	0.029170
1	1513	1.0	50.296398	0.029170
1	1514	1.0	50.298000	0.029170
1	1515	1.0	50.299599	0.029170
1	1516	1.0	50.301201	0.029170
1	1517	1.0	50.302799	0.029180
1	1518	1.0	50.304298	0.029180
1	1519	1.0	50.305901	0.029180
1	1520	1.0	50.307499	0.029180
1	1521	1.0	50.309101	0.029180
1	1522	1.0	50.310699	0.029180
1	1523	1.0	50.312199	0.029180
